gender,age,height,weight,bmi,tummy,hip,breast,baselayersize,jerseysize,bibsize
1,18,189.0,57.0,16.0,2,1,2,4,3,4
2,71,187.0,67.0,19.2,2,2,2,4,3,5
1,38,210.0,79.0,17.9,2,2,1,6,6,8
2,66,195.0,89.0,23.4,2,1,3,6,7,8
2,18,189.0,92.0,25.8,3,2,2,5,6,8
1,28,170.0,52.0,18.0,1,1,1,2,2,3
2,43,187.0,88.0,25.2,2,3,3,5,6,8
1,74,173.0,77.0,25.7,2,3,2,5,5,7
1,63,155.0,75.0,31.2,2,3,2,6,7,5
2,61,156.0,65.0,26.7,3,2,3,4,3,3
1,48,159.0,63.0,24.9,1,3,3,4,4,4
1,63,196.0,60.0,15.6,1,2,2,5,4,5
1,62,165.0,69.0,25.3,2,3,2,4,4,5
2,41,198.0,79.0,20.2,1,3,3,5,5,7
2,59,184.0,80.0,23.6,1,2,3,5,6,7
1,61,176.0,86.0,27.8,3,2,2,6,6,8
2,23,175.0,83.0,27.1,2,3,2,5,6,6
1,65,188.0,70.0,19.8,1,3,3,5,4,7
2,61,171.0,86.0,29.4,3,2,2,5,7,6
1,74,159.0,70.0,27.7,3,3,2,5,4,5
2,21,188.0,57.0,16.1,2,1,2,3,3,3
2,18,194.0,74.0,19.7,2,1,3,5,5,6
1,39,207.0,73.0,17.0,1,1,1,6,6,7
1,41,174.0,64.0,21.1,2,3,3,4,2,5
2,59,154.0,64.0,27.0,3,3,3,3,3,3
2,57,176.0,96.0,31.0,3,2,2,6,8,8
2,47,190.0,90.0,24.9,3,3,1,4,5,8
1,65,211.0,75.0,16.8,1,1,2,7,7,8
2,44,164.0,75.0,27.9,3,2,3,5,5,5
1,36,176.0,60.0,19.4,3,3,2,3,1,5
1,55,178.0,61.0,19.3,1,2,1,4,3,5
2,49,178.0,50.0,15.8,2,1,1,1,1,2
2,40,198.0,86.0,21.9,3,2,3,5,5,8
1,20,178.0,67.0,21.1,2,1,3,5,4,6
2,53,153.0,63.0,26.9,3,2,2,3,3,3
2,40,172.0,70.0,23.7,1,1,2,4,6,4
1,39,203.0,81.0,19.7,2,1,3,7,7,8
2,68,184.0,58.0,17.1,1,1,2,3,3,3
2,57,198.0,69.0,17.6,1,1,2,5,5,5
1,54,184.0,70.0,20.7,2,3,3,5,3,6
2,26,196.0,68.0,17.7,1,2,1,4,4,5
2,36,182.0,88.0,26.6,2,2,2,5,7,7
2,34,156.0,64.0,26.3,2,3,3,3,3,3
1,69,182.0,85.0,25.7,3,2,2,6,6,8
2,32,185.0,94.0,27.5,2,3,2,5,7,8
1,24,179.0,83.0,25.9,3,3,3,6,5,8
1,71,201.0,65.0,16.1,1,2,2,6,5,6
2,44,190.0,57.0,15.8,1,2,1,3,3,3
2,74,154.0,59.0,24.9,1,3,3,3,3,3
2,62,189.0,70.0,19.6,3,3,1,3,2,5
2,54,206.0,67.0,15.8,1,1,2,6,6,5
2,32,169.0,69.0,24.2,1,1,2,4,6,4
2,21,150.0,54.0,24.0,2,2,1,1,2,1
2,23,183.0,88.0,26.3,2,2,2,5,7,7
1,35,148.0,47.0,21.5,1,2,2,1,1,2
2,43,197.0,76.0,19.6,1,3,1,5,5,6
1,72,177.0,60.0,19.2,1,2,1,3,3,4
1,36,185.0,86.0,25.1,3,3,3,6,5,8
2,21,186.0,80.0,23.1,3,2,2,4,4,7
2,58,162.0,82.0,31.2,3,2,3,6,7,5
2,62,151.0,66.0,28.9,3,3,2,4,4,3
1,56,191.0,79.0,21.7,1,2,2,6,6,8
2,61,166.0,48.0,17.4,1,1,2,1,1,2
1,57,181.0,55.0,16.8,2,1,2,3,2,4
1,65,163.0,64.0,24.1,2,2,3,4,4,5
2,25,159.0,53.0,21.0,1,3,3,2,1,2
2,23,167.0,82.0,29.4,3,3,3,5,6,6
1,37,167.0,84.0,30.1,3,2,3,7,7,7
1,69,194.0,60.0,15.9,1,1,1,5,4,5
2,29,189.0,82.0,23.0,3,1,2,5,5,7
2,43,163.0,72.0,27.1,3,3,2,4,4,4
1,53,166.0,73.0,26.5,2,2,2,5,5,6
2,73,155.0,73.0,30.4,2,3,3,5,6,4
2,53,188.0,80.0,22.6,2,3,2,4,5,7
1,69,155.0,71.0,29.6,3,3,3,6,5,5
1,33,200.0,66.0,16.5,1,2,1,6,5,6
2,22,164.0,68.0,25.3,3,3,2,3,3,4
2,59,209.0,67.0,15.3,2,2,2,6,4,5
2,45,199.0,72.0,18.2,1,2,1,5,5,6
2,36,201.0,87.0,21.5,2,3,2,5,5,8
2,67,180.0,65.0,20.1,3,2,3,3,2,4
2,65,179.0,80.0,25.0,3,3,3,4,4,6
1,18,168.0,65.0,23.0,3,2,1,3,2,5
1,73,173.0,78.0,26.1,2,2,3,6,6,7
2,56,159.0,64.0,25.3,2,3,3,3,3,3
1,29,156.0,62.0,25.5,3,2,3,4,3,4
1,66,179.0,69.0,21.5,2,2,2,4,4,6
1,68,195.0,80.0,21.0,1,2,2,6,6,8
2,31,195.0,77.0,20.2,1,1,1,5,6,6
2,41,200.0,86.0,21.5,3,3,2,5,5,8
1,62,186.0,86.0,24.9,1,3,2,6,7,8
1,33,148.0,56.0,25.6,2,3,2,3,2,3
1,52,205.0,77.0,18.3,2,1,1,6,6,8
2,68,183.0,55.0,16.4,2,2,1,2,1,3
2,43,175.0,49.0,16.0,2,1,2,1,1,2
2,68,195.0,63.0,16.6,2,1,2,4,4,4
2,29,147.0,50.0,23.1,2,1,3,1,1,1
2,60,182.0,56.0,16.9,1,1,1,3,3,3
1,68,171.0,58.0,19.8,3,1,3,3,2,4
2,75,194.0,78.0,20.7,2,2,1,4,5,6
2,70,191.0,80.0,21.9,2,3,2,4,5,7
2,27,171.0,78.0,26.7,2,3,3,5,5,6
1,23,186.0,78.0,22.5,1,2,1,5,6,7
1,61,168.0,70.0,24.8,1,1,1,5,6,5
1,48,193.0,73.0,19.6,3,1,3,5,4,7
2,26,168.0,76.0,26.9,2,2,3,5,6,5
2,41,156.0,64.0,26.3,2,3,2,3,3,3
1,49,171.0,80.0,27.4,2,2,2,6,6,7
1,67,171.0,65.0,22.2,3,1,2,4,3,5
2,72,195.0,77.0,20.2,1,1,1,5,6,6
1,57,145.0,62.0,29.5,3,3,2,5,4,3
2,32,210.0,72.0,16.3,2,2,2,6,5,6
1,42,206.0,72.0,17.0,2,2,2,6,5,7
2,47,176.0,68.0,22.0,2,2,2,3,4,4
1,37,197.0,72.0,18.6,1,1,1,6,6,7
1,37,159.0,80.0,31.6,3,3,3,7,7,6
1,61,177.0,55.0,17.6,2,1,1,3,2,4
2,56,200.0,65.0,16.2,2,1,2,5,4,5
1,55,182.0,67.0,20.2,1,3,3,5,4,6
2,54,162.0,59.0,22.5,2,2,3,2,2,3
1,49,179.0,66.0,20.6,1,3,3,5,4,6
2,19,149.0,49.0,22.1,1,2,2,1,1,1
1,39,167.0,89.0,31.9,3,3,2,7,7,8
1,70,170.0,72.0,24.9,1,1,2,5,6,6
1,56,169.0,85.0,29.8,3,3,3,6,6,7
1,45,197.0,75.0,19.3,2,2,3,6,5,7
2,53,196.0,61.0,15.9,1,1,1,4,4,4
1,44,159.0,70.0,27.7,3,2,2,5,5,5
1,54,189.0,82.0,23.0,3,1,3,6,6,8
2,42,177.0,70.0,22.3,2,2,3,4,4,5
1,73,158.0,60.0,24.0,2,3,1,3,2,4
2,31,145.0,62.0,29.5,3,2,2,4,4,2
2,25,175.0,61.0,19.9,3,2,2,2,1,4
2,35,172.0,62.0,21.0,1,1,2,3,4,4
2,65,168.0,71.0,25.2,3,2,3,4,4,5
2,54,179.0,62.0,19.4,3,3,3,3,1,4
2,63,163.0,72.0,27.1,3,3,2,4,4,4
1,41,164.0,62.0,23.1,3,3,1,3,1,4
1,49,165.0,64.0,23.5,3,3,3,4,2,5
2,25,194.0,84.0,22.3,3,3,3,5,4,8
1,58,146.0,68.0,31.9,2,3,2,6,6,4
1,51,192.0,74.0,20.1,2,1,2,5,5,7
2,45,208.0,69.0,15.9,2,2,2,6,5,6
1,58,188.0,79.0,22.4,3,3,2,5,4,8
2,71,154.0,70.0,29.5,3,3,3,5,5,4
2,18,169.0,68.0,23.8,1,2,2,4,5,4
2,39,171.0,85.0,29.1,3,3,3,5,6,6
1,65,151.0,65.0,28.5,3,3,3,5,4,4
1,39,182.0,88.0,26.6,2,2,2,6,7,8
2,58,178.0,87.0,27.5,3,3,3,5,6,7
2,37,172.0,89.0,30.1,2,3,3,6,7,7
1,65,155.0,54.0,22.5,1,3,3,3,2,3
2,45,147.0,57.0,26.4,2,3,3,3,2,2
1,37,191.0,75.0,20.6,2,2,1,5,5,7
2,42,198.0,81.0,20.7,3,1,1,5,5,7
2,47,179.0,93.0,29.0,3,3,2,5,6,8
2,57,198.0,67.0,17.1,2,2,1,4,4,5
2,62,177.0,52.0,16.6,1,1,1,2,2,2
2,70,206.0,64.0,15.1,1,2,1,5,5,5
2,28,169.0,74.0,25.9,2,2,3,4,5,5
2,42,171.0,52.0,17.8,1,2,1,1,1,2
1,49,197.0,74.0,19.1,2,2,3,6,5,7
1,41,172.0,88.0,29.7,3,2,3,7,7,8
1,56,196.0,60.0,15.6,1,1,1,5,4,5
1,30,174.0,62.0,20.5,1,3,1,3,3,5
2,35,198.0,74.0,18.9,3,2,1,4,4,6
2,59,169.0,54.0,18.9,2,1,3,2,2,3
1,23,145.0,61.0,29.0,2,2,2,5,5,3
1,19,145.0,67.0,31.9,3,2,2,6,6,3
1,21,195.0,69.0,18.1,1,1,1,5,5,6
1,34,198.0,81.0,20.7,1,3,2,6,6,8
1,32,208.0,69.0,15.9,1,2,2,7,6,7
1,47,182.0,64.0,19.3,1,2,1,4,4,5
2,39,196.0,72.0,18.7,2,1,1,4,5,6
1,21,204.0,72.0,17.3,2,1,1,6,5,7
2,72,181.0,74.0,22.6,2,2,3,4,5,6
2,25,168.0,60.0,21.3,1,1,1,2,4,3
2,44,193.0,79.0,21.2,1,1,1,5,6,6
2,45,189.0,83.0,23.2,1,2,2,5,6,7
1,25,191.0,76.0,20.8,3,2,3,5,4,7
2,58,189.0,81.0,22.7,1,3,2,5,6,7
1,54,183.0,82.0,24.5,3,1,2,5,6,8
1,26,153.0,70.0,29.9,3,3,2,5,5,4
1,60,161.0,74.0,28.5,3,2,3,6,5,5
1,25,203.0,79.0,19.2,2,2,1,6,5,8
2,31,207.0,66.0,15.4,2,1,1,5,5,5
2,35,184.0,66.0,19.5,3,1,3,4,3,5
2,44,178.0,84.0,26.5,2,3,2,5,6,7
1,24,187.0,71.0,20.3,1,3,1,5,4,6
2,43,170.0,63.0,21.8,2,1,3,3,3,4
2,59,195.0,64.0,16.8,2,2,1,4,3,4
1,25,145.0,68.0,32.3,2,3,2,6,7,3
1,54,179.0,59.0,18.4,2,2,2,3,2,5
1,60,192.0,57.0,15.5,2,2,1,4,2,4
2,59,204.0,83.0,19.9,3,2,1,5,5,7
2,22,152.0,52.0,22.5,2,1,3,1,2,2
2,74,167.0,71.0,25.5,2,3,2,4,4,4
1,47,165.0,88.0,32.3,2,3,2,7,8,7
2,25,190.0,65.0,18.0,1,2,1,4,4,5
1,30,150.0,68.0,30.2,2,2,3,6,6,4
2,67,177.0,95.0,30.3,2,3,2,6,8,8
2,58,154.0,59.0,24.9,3,3,1,2,1,2
1,45,179.0,62.0,19.4,2,2,3,4,3,5
1,50,146.0,69.0,32.4,3,3,3,7,6,4
1,20,152.0,65.0,28.1,2,2,2,5,5,4
2,38,182.0,90.0,27.2,2,3,3,6,7,8
1,21,166.0,49.0,17.8,1,2,1,1,1,3
2,59,210.0,85.0,19.3,2,1,2,6,7,8
2,42,206.0,83.0,19.6,2,1,2,6,7,8
1,49,150.0,62.0,27.6,3,2,3,4,4,3
2,24,193.0,82.0,22.0,1,3,3,5,6,7
2,41,181.0,80.0,24.4,2,2,3,5,6,6
1,69,165.0,61.0,22.4,1,1,2,4,4,4
1,27,204.0,82.0,19.7,1,1,1,6,7,8
1,66,152.0,73.0,31.6,2,2,2,7,7,5
2,74,178.0,61.0,19.3,3,3,3,3,1,4
1,35,168.0,50.0,17.7,2,1,1,2,1,3
1,68,188.0,69.0,19.5,3,2,2,4,3,6
2,55,187.0,53.0,15.2,1,1,1,3,3,3
2,48,185.0,73.0,21.3,1,1,1,4,6,5
1,37,180.0,58.0,17.9,1,2,1,3,3,4
1,48,182.0,74.0,22.3,1,3,3,5,5,7
1,30,195.0,77.0,20.2,3,3,2,5,4,8
2,30,153.0,60.0,25.6,3,2,2,2,2,2
2,67,163.0,62.0,23.3,2,1,3,3,4,3
2,18,146.0,56.0,26.3,2,3,3,3,2,2
2,54,177.0,85.0,27.1,3,3,3,5,5,7
1,41,190.0,76.0,21.1,2,3,1,5,4,7
1,54,175.0,64.0,20.9,3,3,2,3,1,5
2,62,154.0,58.0,24.5,3,2,1,2,2,2
2,53,166.0,59.0,21.4,2,3,3,2,1,3
2,42,196.0,58.0,15.1,2,2,1,4,2,4
2,60,172.0,90.0,30.4,2,2,2,6,8,7
2,34,169.0,92.0,32.2,3,2,3,7,8,7
2,69,196.0,64.0,16.7,1,2,1,4,4,5
1,39,182.0,51.0,15.4,1,1,2,3,2,3
2,33,169.0,55.0,19.3,1,3,1,2,1,3
1,71,186.0,55.0,15.9,2,2,2,4,2,4
2,44,198.0,79.0,20.2,1,2,2,5,6,7
1,33,199.0,83.0,21.0,1,1,2,6,7,8
1,48,205.0,78.0,18.6,3,2,1,6,5,8
2,62,161.0,56.0,21.6,2,3,2,1,1,2
1,48,201.0,61.0,15.1,1,1,1,6,5,5
2,22,205.0,72.0,17.1,1,1,2,6,6,6
2,69,167.0,54.0,19.4,1,3,3,2,1,3
1,53,152.0,53.0,22.9,1,3,2,2,1,3
1,55,197.0,75.0,19.3,1,2,2,6,6,7
2,34,155.0,67.0,27.9,2,2,3,4,5,3
1,26,151.0,52.0,22.8,2,1,1,2,2,2
1,64,180.0,49.0,15.1,2,1,1,2,1,3
1,61,190.0,61.0,16.9,2,2,2,4,3,5
2,46,168.0,91.0,32.2,3,2,3,7,8,7
1,46,187.0,83.0,23.7,1,1,2,6,7,8
2,26,177.0,64.0,20.4,2,3,1,2,2,4
2,63,156.0,63.0,25.9,3,3,2,3,2,3
1,35,163.0,71.0,26.7,2,2,3,5,5,5
2,66,189.0,61.0,17.1,1,2,1,3,3,4
2,37,201.0,71.0,17.6,1,2,1,5,5,6
2,74,148.0,61.0,27.8,3,2,3,3,3,2
2,61,148.0,58.0,26.5,2,3,3,3,3,2
2,60,178.0,77.0,24.3,1,3,2,4,5,6
1,56,171.0,85.0,29.1,2,3,3,7,7,8
2,58,185.0,66.0,19.3,3,1,1,3,3,4
2,56,209.0,69.0,15.8,2,2,2,6,5,6
1,73,185.0,65.0,19.0,2,3,1,4,2,5
2,34,151.0,57.0,25.0,2,2,3,3,3,2
1,24,197.0,73.0,18.8,3,2,2,5,4,7
2,51,199.0,79.0,19.9,3,1,2,5,5,7
2,36,195.0,59.0,15.5,1,2,2,4,3,4
2,19,189.0,55.0,15.4,2,1,1,3,2,3
2,54,175.0,56.0,18.3,2,1,2,2,2,3
2,62,151.0,67.0,29.4,3,3,3,4,4,3
2,36,166.0,81.0,29.4,2,2,2,5,7,5
2,44,168.0,64.0,22.7,3,3,2,2,2,4
2,40,203.0,74.0,18.0,1,2,2,5,6,6
1,24,207.0,67.0,15.6,2,2,2,6,5,6
1,19,190.0,68.0,18.8,3,3,2,4,2,6
2,25,153.0,57.0,24.3,3,1,3,2,2,2
1,74,197.0,78.0,20.1,3,1,2,6,5,8
2,64,185.0,75.0,21.9,3,2,3,4,4,6
1,70,175.0,53.0,17.3,2,1,1,2,1,3
2,24,200.0,69.0,17.2,1,2,1,5,5,5
1,38,204.0,67.0,16.1,2,2,1,6,4,6
2,20,158.0,53.0,21.2,1,2,3,2,2,2
2,19,161.0,71.0,27.4,2,3,2,4,5,4
1,19,178.0,69.0,21.8,3,3,1,4,2,6
2,34,178.0,88.0,27.8,3,2,2,5,6,7
1,65,188.0,60.0,17.0,1,1,1,4,4,5
2,59,188.0,60.0,17.0,1,2,1,3,3,4
1,42,154.0,61.0,25.7,2,2,3,4,4,4
2,55,206.0,76.0,17.9,2,2,2,5,5,7
1,40,162.0,79.0,30.1,3,3,2,6,6,6
1,67,175.0,54.0,17.6,2,2,1,2,1,4
1,36,170.0,52.0,18.0,2,1,2,2,1,3
1,33,161.0,73.0,28.2,2,3,2,5,5,5
2,66,198.0,62.0,15.8,2,2,2,4,3,4
2,51,196.0,59.0,15.4,2,2,2,4,3,4
1,63,168.0,79.0,28.0,3,3,2,5,5,6
2,19,152.0,55.0,23.8,2,2,1,1,2,2
2,21,205.0,69.0,16.4,2,2,2,5,4,6
2,69,176.0,54.0,17.4,2,1,2,2,1,3
1,34,175.0,91.0,29.7,3,2,3,7,7,8
2,29,150.0,69.0,30.7,2,3,3,5,6,3
2,43,157.0,62.0,25.2,2,2,3,3,3,3
2,39,189.0,73.0,20.4,3,1,1,4,4,5
2,69,178.0,85.0,26.8,3,2,3,5,6,7
2,68,187.0,53.0,15.2,1,1,1,3,3,3
2,72,173.0,55.0,18.4,2,1,1,2,2,3
1,34,182.0,87.0,26.3,2,3,3,6,6,8
2,60,171.0,58.0,19.8,1,1,1,2,3,3
1,39,192.0,58.0,15.7,1,2,1,4,3,5
1,62,159.0,77.0,30.5,3,3,3,6,6,6
1,64,179.0,62.0,19.4,3,1,2,4,3,5
1,70,147.0,62.0,28.7,3,3,2,4,3,3
2,19,193.0,73.0,19.6,2,1,2,4,5,6
1,29,205.0,65.0,15.5,1,2,2,6,5,6
1,50,189.0,80.0,22.4,1,3,1,5,5,8
2,53,163.0,78.0,29.4,3,2,3,5,6,5
1,27,182.0,73.0,22.0,3,2,1,4,4,6
2,56,159.0,60.0,23.7,1,3,1,2,3,3
1,60,182.0,71.0,21.4,3,1,3,5,4,6
1,37,178.0,57.0,18.0,1,1,1,3,3,4
1,75,168.0,80.0,28.3,2,2,2,6,7,7
2,67,152.0,64.0,27.7,2,2,3,4,5,3
2,30,148.0,64.0,29.2,2,3,2,4,4,2
1,48,158.0,81.0,32.4,3,2,3,7,8,6
1,34,165.0,57.0,20.9,2,3,3,3,1,4
1,65,168.0,79.0,28.0,3,3,2,5,5,6
2,63,208.0,68.0,15.7,2,1,2,6,5,5
2,63,209.0,76.0,17.4,1,2,2,6,6,7
1,57,158.0,48.0,19.2,1,1,2,1,1,2
1,22,166.0,66.0,24.0,1,1,3,5,5,5
1,29,159.0,71.0,28.1,2,2,2,5,6,5
2,71,200.0,64.0,16.0,1,2,1,5,4,5
2,30,181.0,69.0,21.1,3,3,2,3,2,5
1,20,176.0,89.0,28.7,2,3,2,6,7,8
1,65,154.0,75.0,31.6,3,2,2,6,7,5
2,25,177.0,88.0,28.1,3,2,2,5,6,7
1,28,182.0,80.0,24.2,1,2,3,6,7,7
2,42,172.0,79.0,26.7,3,3,2,4,4,6
2,26,207.0,80.0,18.7,2,2,2,6,6,7
2,28,188.0,65.0,18.4,1,2,2,4,4,5
2,61,189.0,77.0,21.6,3,3,1,4,3,6
2,70,176.0,83.0,26.8,2,3,2,5,6,6
2,36,204.0,69.0,16.6,2,1,1,5,5,5
2,21,181.0,91.0,27.8,2,2,2,6,7,8
1,67,169.0,53.0,18.6,3,1,2,2,1,3
1,56,170.0,58.0,20.1,3,1,1,2,2,4
1,20,189.0,70.0,19.6,1,3,2,5,4,6
1,61,179.0,50.0,15.6,1,2,1,3,1,3
1,48,152.0,57.0,24.7,1,2,3,4,3,3
2,19,197.0,83.0,21.4,3,1,2,5,6,7
1,73,190.0,77.0,21.3,2,1,2,5,6,7
1,51,158.0,78.0,31.2,3,3,2,6,6,6
2,55,195.0,72.0,18.9,2,1,2,5,5,6
1,72,163.0,60.0,22.6,2,2,2,3,3,4
1,64,167.0,60.0,21.5,1,3,1,3,2,4
1,53,174.0,84.0,27.7,3,2,2,6,6,7
2,59,188.0,59.0,16.7,1,1,2,4,4,4
1,63,178.0,54.0,17.0,1,1,2,3,3,4
1,65,169.0,83.0,29.1,3,3,3,6,6,7
2,21,156.0,70.0,28.8,3,3,2,4,4,4
1,56,180.0,61.0,18.8,2,2,1,3,2,5
2,70,171.0,51.0,17.4,1,1,1,1,1,2
2,64,190.0,76.0,21.1,2,3,1,4,4,6
1,52,201.0,70.0,17.3,2,1,2,6,5,7
1,40,147.0,52.0,24.1,3,2,2,2,1,2
2,55,167.0,84.0,30.1,2,2,3,6,8,6
2,29,181.0,66.0,20.1,1,2,1,3,4,4
2,29,153.0,59.0,25.2,2,3,3,3,2,2
2,63,160.0,82.0,32.0,3,2,3,6,7,5
2,42,207.0,73.0,17.0,2,2,2,5,5,6
2,68,182.0,83.0,25.1,3,3,3,5,5,7
1,21,204.0,83.0,19.9,2,1,1,6,7,8
1,74,195.0,79.0,20.8,1,2,3,6,6,8
1,41,180.0,86.0,26.5,2,2,2,6,7,8
1,55,207.0,78.0,18.2,2,2,2,6,6,8
1,45,183.0,53.0,15.8,1,2,2,3,2,4
1,49,188.0,78.0,22.1,1,1,3,6,7,7
1,19,185.0,60.0,17.5,2,1,2,4,3,5
1,65,191.0,80.0,21.9,1,1,3,6,7,8
1,31,200.0,69.0,17.2,1,1,2,6,6,6
1,63,165.0,83.0,30.5,2,3,2,7,7,7
2,43,184.0,63.0,18.6,2,2,1,3,3,4
1,60,187.0,69.0,19.7,2,3,3,5,3,6
1,55,205.0,76.0,18.1,2,2,2,6,5,8
2,58,189.0,68.0,19.0,3,2,3,4,3,5
1,37,170.0,78.0,27.0,2,2,2,6,6,6
1,33,189.0,81.0,22.7,2,2,1,5,6,8
1,69,171.0,59.0,20.2,1,1,3,4,4,4
1,57,166.0,52.0,18.9,1,1,1,2,2,3
1,32,169.0,79.0,27.7,3,2,3,6,6,7
2,61,156.0,57.0,23.4,2,1,3,2,3,2
1,41,170.0,85.0,29.4,3,2,3,6,7,7
2,31,184.0,74.0,21.9,3,3,3,4,3,6
2,32,169.0,85.0,29.8,3,3,3,6,6,6
2,37,198.0,81.0,20.7,2,1,3,5,6,7
2,28,209.0,68.0,15.6,2,1,2,6,5,5
2,64,165.0,59.0,21.7,1,2,2,2,3,3
1,60,188.0,70.0,19.8,1,2,2,5,5,6
1,67,161.0,50.0,19.3,2,1,1,1,1,3
1,21,203.0,66.0,16.0,2,2,1,6,4,6
2,46,149.0,69.0,31.1,3,2,2,5,6,3
2,56,184.0,56.0,16.5,1,1,1,3,3,3
2,41,166.0,65.0,23.6,3,1,1,3,3,3
1,23,186.0,60.0,17.3,2,1,1,4,3,5
1,29,164.0,62.0,23.1,3,2,2,3,2,4
2,33,164.0,63.0,23.4,3,3,3,3,2,4
2,64,183.0,95.0,28.4,3,2,2,5,7,8
1,58,165.0,65.0,23.9,3,2,3,4,3,5
2,32,171.0,86.0,29.4,2,2,3,6,8,7
1,53,187.0,55.0,15.7,2,1,2,4,2,4
2,29,159.0,71.0,28.1,2,2,3,5,6,4
1,35,190.0,64.0,17.7,2,1,2,5,4,5
2,25,176.0,86.0,27.8,2,3,2,5,6,7
1,32,178.0,55.0,17.4,2,1,2,3,2,4
1,29,145.0,62.0,29.5,3,3,3,5,4,3
1,51,195.0,69.0,18.1,1,2,2,5,5,6
1,30,153.0,62.0,26.5,2,3,2,4,3,4
1,25,171.0,52.0,17.8,1,2,1,2,1,3
2,33,180.0,53.0,16.4,2,2,1,2,1,3
1,33,183.0,69.0,20.6,2,2,3,5,4,6
1,31,197.0,67.0,17.3,1,2,1,5,5,6
1,37,189.0,77.0,21.6,3,3,1,5,3,7
1,63,163.0,84.0,31.6,3,2,3,7,8,7
1,62,155.0,75.0,31.2,3,2,2,6,7,5
1,47,188.0,84.0,23.8,2,2,2,6,6,8
1,48,208.0,72.0,16.6,2,1,2,7,6,7
1,53,145.0,67.0,31.9,2,2,3,7,7,3
2,45,190.0,69.0,19.1,1,2,2,4,4,5
2,60,200.0,64.0,16.0,1,1,1,5,5,5
1,26,204.0,64.0,15.4,1,2,2,6,5,6
2,65,189.0,91.0,25.5,2,3,2,5,6,8
1,48,193.0,77.0,20.7,1,3,2,6,5,8
1,59,201.0,62.0,15.3,1,1,2,6,5,5
1,32,192.0,82.0,22.2,3,3,2,5,4,8
2,21,176.0,96.0,31.0,3,3,3,6,7,8
1,31,166.0,89.0,32.3,2,3,3,8,8,8
1,32,194.0,77.0,20.5,2,2,2,6,5,7
1,30,171.0,49.0,16.8,1,1,1,2,1,3
2,52,151.0,72.0,31.6,2,2,2,6,7,3
2,26,183.0,56.0,16.7,2,1,2,3,2,3
1,26,156.0,74.0,30.4,2,2,3,6,7,5
1,58,190.0,55.0,15.2,1,2,1,4,3,4
2,51,198.0,62.0,15.8,1,1,2,5,5,4
2,62,163.0,57.0,21.5,1,3,1,2,2,3
1,54,149.0,56.0,25.2,2,2,3,3,3,3
1,68,197.0,81.0,20.9,3,1,2,6,5,8
1,44,181.0,50.0,15.3,1,2,1,3,1,3
1,70,172.0,83.0,28.1,3,3,2,6,5,7
2,67,171.0,70.0,23.9,3,2,3,4,3,5
2,46,193.0,59.0,15.8,1,2,2,4,3,4
2,18,148.0,62.0,28.3,2,3,3,4,4,2
1,23,164.0,54.0,20.1,3,1,1,2,1,3
1,39,184.0,80.0,23.6,3,3,2,5,4,8
1,31,163.0,73.0,27.5,2,2,3,6,6,6
1,23,148.0,56.0,25.6,3,2,2,3,2,3
2,63,209.0,77.0,17.6,2,2,1,5,5,7
2,74,149.0,63.0,28.4,3,3,3,4,3,2
2,22,178.0,85.0,26.8,2,3,2,5,6,7
1,62,184.0,83.0,24.5,2,1,1,5,7,8
2,21,178.0,70.0,22.1,1,3,1,3,4,5
2,58,186.0,65.0,18.8,2,3,1,3,2,4
2,19,188.0,88.0,24.9,2,1,3,6,7,8
2,34,146.0,54.0,25.3,3,3,3,2,1,1
2,39,202.0,65.0,15.9,1,2,1,5,4,5
1,37,176.0,68.0,22.0,2,1,2,4,4,5
2,37,199.0,61.0,15.4,2,2,2,4,3,4
2,47,169.0,51.0,17.9,1,1,1,1,2,2
2,73,194.0,59.0,15.7,1,2,2,4,3,4
1,45,192.0,79.0,21.4,2,2,1,5,5,8
1,33,173.0,93.0,31.1,3,2,2,7,8,8
2,55,171.0,74.0,25.3,2,3,2,4,4,5
2,61,184.0,65.0,19.2,2,3,1,3,2,4
1,59,180.0,50.0,15.4,1,2,2,3,1,3
1,45,163.0,75.0,28.2,3,2,2,5,5,6
2,39,174.0,81.0,26.8,3,2,2,5,5,6
2,32,165.0,70.0,25.7,2,3,2,4,4,4
2,31,205.0,72.0,17.1,1,1,1,5,6,6
1,61,164.0,72.0,26.8,2,3,2,5,5,5
1,41,164.0,83.0,30.9,2,2,2,7,8,7
2,50,164.0,65.0,24.2,2,2,1,3,3,3
1,28,200.0,72.0,18.0,1,2,2,6,5,7
2,59,211.0,71.0,15.9,2,1,1,6,6,6
2,45,199.0,71.0,17.9,1,2,1,5,5,6
1,34,160.0,59.0,23.0,1,1,1,3,4,4
1,41,163.0,46.0,17.3,1,1,2,1,1,2
1,49,206.0,69.0,16.3,1,1,1,6,6,6
2,22,197.0,73.0,18.8,1,1,3,5,6,6
1,20,187.0,57.0,16.3,2,1,1,4,3,4
1,49,205.0,71.0,16.9,2,2,2,6,5,7
1,28,169.0,63.0,22.1,1,3,1,3,3,5
2,45,170.0,85.0,29.4,2,2,3,6,7,6
2,40,176.0,89.0,28.7,2,3,2,5,7,7
1,45,171.0,91.0,31.1,3,3,3,7,7,8
2,71,200.0,88.0,22.0,2,2,2,5,6,8
1,34,179.0,68.0,21.2,1,2,3,5,5,6
1,74,159.0,60.0,23.7,3,3,3,3,1,4
